_id,ine,equipe,cnes,usf,endereco,especialidade,consultas,tipo,procedimentos,atencao,periodo
143,155020,Povo de Deus II,3131521,US 300 PSF DR GERALDO BARRETO CAMPELO SAN MARTIN,"Rua:COMENDADOR FRANCO FERREIRA,864.SAN MARTIN.CEP: 50761-310","Médico(a), Enfermeiro(a) e Técnico(a)de Enfermagem",2766,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",4072,Atenção Básica,Janeiro a Dezembro 2023
144,155004,Povo de Deus III,3131521,US 300 PSF DR GERALDO BARRETO CAMPELO SAN MARTIN,"Rua:COMENDADOR FRANCO FERREIRA,864.SAN MARTIN.CEP: 50761-310","Médico(a), Enfermeiro(a) e Técnico(a)de Enfermagem",2978,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",4292,Atenção Básica,Janeiro a Dezembro 2023
145,2399776,Povo de Deus IV,3131521,US 300 PSF DR GERALDO BARRETO CAMPELO SAN MARTIN,"Rua:COMENDADOR FRANCO FERREIRA,864.SAN MARTIN.CEP: 50761-310","Médico(a), Enfermeiro(a) e Técnico(a)de Enfermagem",259,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",874,Atenção Básica,Janeiro a Dezembro 2023
146,155055,Bongi - Boa idéia I,3131572,US 301 PSF BONGI BOA IDEIA,"RUA: ARAGUAIA,83. SAN MARTIN. CEP:50750-590","Médico(a), Enfermeiro(a) e Técnico(a)de Enfermagem",1569,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",2791,Atenção Básica,Janeiro a Dezembro 2023
147,155047,Bongi - Boa idéia II,3131572,US 301 PSF BONGI BOA IDEIA,"RUA: ARAGUAIA,83. SAN MARTIN. CEP:50750-590","Médico(a), Enfermeiro(a) e Técnico(a)de Enfermagem",505,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",678,Atenção Básica,Janeiro a Dezembro 2023
148,155039,Bongi - Boa idéia III,3131572,US 301 PSF BONGI BOA IDEIA,"RUA: ARAGUAIA,83. SAN MARTIN. CEP:50750-590","Médico(a), Enfermeiro(a) e Técnico(a)de Enfermagem",1517,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",2062,Atenção Básica,Janeiro a Dezembro 2023
149,155322,Mustardinha I,3371328,US 323 PSF MUSTARDINHA,"Rua: MAJOR MARIO PORTELA 297, BONGI. CEP:50760-090","Médico(a), Enfermeiro(a) e Técnico(a)de Enfermagem",2641,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",5106,Atenção Básica,Janeiro a Dezembro 2023
150,155314,Mustardinha II,3371328,US 323 PSF MUSTARDINHA,"Rua: MAJOR MARIO PORTELA 297, BONGI. CEP:50760-090","Médico(a), Enfermeiro(a) e Técnico(a)de Enfermagem",4294,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",7791,Atenção Básica,Janeiro a Dezembro 2023
151,2399792,Mustardinha III,3371328,US 323 PSF MUSTARDINHA,"Rua: MAJOR MARIO PORTELA 297, BONGI. CEP:50760-090","Médico(a), Enfermeiro(a) e Técnico(a)de Enfermagem",300,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",581,Atenção Básica,Janeiro a Dezembro 2023
152,2399806,Mustardinha IV,3371328,US 323 PSF MUSTARDINHA,"Rua: MAJOR MARIO PORTELA 297, BONGI. CEP:50760-090","Médico(a), Enfermeiro(a) e Técnico(a)de Enfermagem",313,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",609,Atenção Básica,Janeiro a Dezembro 2023
153,155810,Jardim São Paulo I,5342074,US 338 USF UPINHA DIA JARDIM SÃO PAULO,Rua: PRACA JARDIM SAO PAULO. JARDIM SAO PAULO. CEP:50781-760,"Médico(a), Enfermeiro(a) e Técnico(a)de Enfermagem",1845,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",3701,Atenção Básica,Janeiro a Dezembro 2023
154,155802,Jardim São Paulo II,5342074,US 338 USF UPINHA DIA JARDIM SÃO PAULO,Rua: PRACA JARDIM SAO PAULO. JARDIM SAO PAULO. CEP:50781-760,"Médico(a), Enfermeiro(a) e Técnico(a)de Enfermagem",2319,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",4032,Atenção Básica,Janeiro a Dezembro 2023
155,1676865,Jardim São Paulo III,5342074,US 338 USF UPINHA DIA JARDIM SÃO PAULO,Rua: PRACA JARDIM SAO PAULO. JARDIM SAO PAULO. CEP:50781-760,"Médico(a), Enfermeiro(a) e Técnico(a)de Enfermagem",3630,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",6954,Atenção Básica,Janeiro a Dezembro 2023
156,2399709,Jardim São Paulo IV,5342074,US 338 USF UPINHA DIA JARDIM SÃO PAULO,Rua: PRACA JARDIM SAO PAULO. JARDIM SAO PAULO. CEP:50781-760,"Médico(a), Enfermeiro(a) e Técnico(a)de Enfermagem",478,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",972,Atenção Básica,Janeiro a Dezembro 2023
157,2399717,Jardim São Paulo V,5342074,US 338 USF UPINHA DIA JARDIM SÃO PAULO,Rua: PRACA JARDIM SAO PAULO. JARDIM SAO PAULO. CEP:50781-760,"Médico(a), Enfermeiro(a) e Técnico(a)de Enfermagem",153,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",368,Atenção Básica,Janeiro a Dezembro 2023
158,2399725,Jardim São Paulo VI,5342074,US 338 USF UPINHA DIA JARDIM SÃO PAULO,Rua: PRACA JARDIM SAO PAULO. JARDIM SAO PAULO. CEP:50781-760,"Médico(a), Enfermeiro(a) e Técnico(a)de Enfermagem",96,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",245,Atenção Básica,Janeiro a Dezembro 2023
159,155934,Jiquia I,5601037,US 344 PSF JIQUIA I E II,"RUA :PADRE ROQUE,33. JIQUIA. CEP:50771-380","Médico(a), Enfermeiro(a) e Técnico(a)de Enfermagem",2107,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",6542,Atenção Básica,Janeiro a Dezembro 2023
160,155926,Jiquia II,5601037,US 344 PSF JIQUIA I E II,"RUA :PADRE ROQUE,33. JIQUIA. CEP:50771-380","Médico(a), Enfermeiro(a) e Técnico(a)de Enfermagem",1927,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",4634,Atenção Básica,Janeiro a Dezembro 2023
161,2399741,Jiquia III,5601037,US 344 PSF JIQUIA I E II,"RUA :PADRE ROQUE,33. JIQUIA. CEP:50771-380","Médico(a), Enfermeiro(a) e Técnico(a)de Enfermagem",126,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",294,Atenção Básica,Janeiro a Dezembro 2023
162,155942,Planeta dos Macacos I,5601053,US 345 PSF PLANETA DOS MACACOS I,"RUA: 04 DE SETEMBRO, 145. CURADO CEP:50790-425","Médico(a), Enfermeiro(a) e Técnico(a)de Enfermagem",3098,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",7269,Atenção Básica,Janeiro a Dezembro 2023
163,2399822,Planeta dos Macacos I B,5601053,US 345 PSF PLANETA DOS MACACOS I,"RUA: 04 DE SETEMBRO, 145. CURADO CEP:50790-425","Médico(a), Enfermeiro(a) e Técnico(a)de Enfermagem",8,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",191,Atenção Básica,Janeiro a Dezembro 2023
164,1501011,Novo Prado,7404379,US 393 USF UPINHA DIA BONGI NOVO PRADO,"RUA ISAAC MARKMAN,100. BONGI. CEP:50751-375","Médico(a), Enfermeiro(a) e Técnico(a)de Enfermagem",634,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",1326,Atenção Básica,Janeiro a Dezembro 2023
165,1562827,Novo Jiquia,7648480,US 399 USF UPINHA DIA NOVO JIQUIA,"RUA: BIGUACU. 10, JIQUIA. CEP:50850-264","Médico(a), Enfermeiro(a) e Técnico(a)de Enfermagem",4321,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",6487,Atenção Básica,Janeiro a Dezembro 2023
166,153230,Gaspar Regueira Costa Barro I,1414,US 117 CS GASPAR REGUEIRA COSTA,RUA: PADRE DIOGO RODRIGUES BARRO. CEP: 50900-110 ,"Médico(a), Enfermeiro(a) e Técnico(a)de Enfermagem",84,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",275,Atenção Básica,Janeiro a Dezembro 2023
167,153249,Gaspar Regueira Costa Caçote,1414,US 117 CS GASPAR REGUEIRA COSTA,RUA: PADRE DIOGO RODRIGUES BARRO. CEP: 50900-110 ,"Médico(a), Enfermeiro(a) e Técnico(a)de Enfermagem",2500,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",3349,Atenção Básica,Janeiro a Dezembro 2023
168,153257,Gaspar Regueira Costa Capua,1414,US 117 CS GASPAR REGUEIRA COSTA,RUA: PADRE DIOGO RODRIGUES BARRO. CEP: 50900-110 ,"Médico(a), Enfermeiro(a) e Técnico(a)de Enfermagem",1058,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",1068,Atenção Básica,Janeiro a Dezembro 2023
169,152633,Borborema,833,US 137 CS DR DJAIR BRINDEIRO,"RUA: COSMORAMA, S/N. BOA VIAGEM, CEP:51030-640 ","Médico(a), Enfermeiro(a) e Técnico(a)de Enfermagem",4021,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",5323,Atenção Básica,Janeiro a Dezembro 2023
170,152846,Sitio Grande I,957,US 174 PSF SITIO GRANDE,"AV: LUXEMBURGO, 254. SITIO, GRANDE.IMBIRIBEIRA CEP:51180-260 ","Médico(a), Enfermeiro(a) e Técnico(a)de Enfermagem",1549,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",2909,Atenção Básica,Janeiro a Dezembro 2023
171,152854,Sitio Grande II,957,US 174 PSF SITIO GRANDE,"AV: LUXEMBURGO, 254. SITIO, GRANDE.IMBIRIBEIRA CEP:51180-260 ","Médico(a), Enfermeiro(a) e Técnico(a)de Enfermagem",2447,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",5738,Atenção Básica,Janeiro a Dezembro 2023
172,152862,Sitio Grande III,957,US 174 PSF SITIO GRANDE,"AV: LUXEMBURGO, 254. SITIO, GRANDE.IMBIRIBEIRA CEP:51180-260 ","Médico(a), Enfermeiro(a) e Técnico(a)de Enfermagem",2235,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",4501,Atenção Básica,Janeiro a Dezembro 2023
173,153427,Dancing Days I,2070,US 173 PSF DANCING DAYS,"RUA DANCING DAYS, 109. IMBIRIBEIRA, CEP:51180-340 ","Médico(a), Enfermeiro(a) e Técnico(a)de Enfermagem",1767,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",3282,Atenção Básica,Janeiro a Dezembro 2023
174,153443,Ilha de Deus,2100,US 187 PSF ILHA DE DEUS,RUA SAO JOSE. S/N. IMBIRIBEIRA CEP:51150-192,"Médico(a), Enfermeiro(a) e Técnico(a)de Enfermagem",3535,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",6610,Atenção Básica,Janeiro a Dezembro 2023
175,154350,Cafesopolis I,26360,US 268 PSF CAFESOPOLIS,"RUA: CAFEZOPOLIS, 1920, IMBIRIBEIRA. CEP:51150-230 ","Médico(a), Enfermeiro(a) e Técnico(a)de Enfermagem",2914,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",5370,Atenção Básica,Janeiro a Dezembro 2023
176,154377,Beira Rio Mata Sete I,26379,US 269 PSF BEIRA DO RIO COMUNIDADE BOA VIAGEM,RUA RIBEIRO DE BRITO. 1361. BOA VIAGEM.CEP:51021-310,"Médico(a), Enfermeiro(a) e Técnico(a)de Enfermagem",3506,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",7169,Atenção Básica,Janeiro a Dezembro 2023
177,154369,Beira Rio Mata Sete II,26379,US 269 PSF BEIRA DO RIO COMUNIDADE BOA VIAGEM,RUA RIBEIRO DE BRITO. 1361. BOA VIAGEM.CEP:51021-310,"Médico(a), Enfermeiro(a) e Técnico(a)de Enfermagem",2301,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",4666,Atenção Básica,Janeiro a Dezembro 2023
178,154954,Vila do Ipsep I,3007995,US 292 PSF VILA DO IPSEP,RUA VIRGINIA HERACLIO.S/N. IPSEP. CEP:51350-250,"Médico(a), Enfermeiro(a) e Técnico(a)de Enfermagem",849,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",2026,Atenção Básica,Janeiro a Dezembro 2023
179,154962,Vila do Ipsep II,3007995,US 292 PSF VILA DO IPSEP,RUA VIRGINIA HERACLIO.S/N. IPSEP. CEP:51350-250,"Médico(a), Enfermeiro(a) e Técnico(a)de Enfermagem",3044,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",6378,Atenção Básica,Janeiro a Dezembro 2023
180,155187,Pina I,3153568,US 297 PSF DO PINA,"RUA BARREIROS.120, PINA. CEP:51011-260","Médico(a), Enfermeiro(a) e Técnico(a)de Enfermagem",2217,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",3708,Atenção Básica,Janeiro a Dezembro 2023
181,155160,Pina II,3153568,US 297 PSF DO PINA,"RUA BARREIROS.120, PINA. CEP:51011-260","Médico(a), Enfermeiro(a) e Técnico(a)de Enfermagem",1876,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",3901,Atenção Básica,Janeiro a Dezembro 2023
182,155152,Pina III,3153568,US 297 PSF DO PINA,"RUA BARREIROS.120, PINA. CEP:51011-260","Médico(a), Enfermeiro(a) e Técnico(a)de Enfermagem",1998,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",572,Atenção Básica,Janeiro a Dezembro 2023
183,155179,Pina IV,3153568,US 297 PSF DO PINA,"RUA BARREIROS.120, PINA. CEP:51011-260","Médico(a), Enfermeiro(a) e Técnico(a)de Enfermagem",1212,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",3066,Atenção Básica,Janeiro a Dezembro 2023
184,155209,Coqueiral / Imbiribeira I,3153584,US 296 PSF COQUEIRAL IMBIRIBEIRA,"RUA SARGENTO SILVINO MACEDO,129,IMBIRIBEIRA. CEP:51160-060","Médico(a), Enfermeiro(a) e Técnico(a)de Enfermagem",5833,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",7717,Atenção Básica,Janeiro a Dezembro 2023
185,155195,Coqueiral / Imbiribeira II,3153584,US 296 PSF COQUEIRAL IMBIRIBEIRA,"RUA SARGENTO SILVINO MACEDO,129,IMBIRIBEIRA. CEP:51160-060","Médico(a), Enfermeiro(a) e Técnico(a)de Enfermagem",4863,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",6450,Atenção Básica,Janeiro a Dezembro 2023
186,155497,Entra Apulso I,3470261,US 326 PSF JADER DE ANDRADE COMUNIDADE ENTRA APULSO,"RUA CEL ANIZIO RODRIGUES COELHO,8,BOA VIAGEM. CEP:51021-130","Médico(a), Enfermeiro(a) e Técnico(a)de Enfermagem",2602,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",4550,Atenção Básica,Janeiro a Dezembro 2023
187,155489,Entra Apulso II,3470261,US 326 PSF JADER DE ANDRADE COMUNIDADE ENTRA APULSO,"RUA CEL ANIZIO RODRIGUES COELHO,8,BOA VIAGEM. CEP:51021-130","Médico(a), Enfermeiro(a) e Técnico(a)de Enfermagem",4249,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",7427,Atenção Básica,Janeiro a Dezembro 2023
188,155543,Bernard Van Leer I,3562581,US 316 PSF BERNARD VAN LEER,"RUA FRANCISCO VALPASSOS S/N.BRASILIA TEIMOSA,CEP:51010-370","Médico(a), Enfermeiro(a) e Técnico(a)de Enfermagem",3485,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",7962,Atenção Básica,Janeiro a Dezembro 2023
189,155500,Bernard Van Leer II,3562581,US 316 PSF BERNARD VAN LEER,"RUA FRANCISCO VALPASSOS S/N.BRASILIA TEIMOSA,CEP:51010-370","Médico(a), Enfermeiro(a) e Técnico(a)de Enfermagem",2052,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",7050,Atenção Básica,Janeiro a Dezembro 2023
190,155519,Bernard Van Leer III,3562581,US 316 PSF BERNARD VAN LEER,"RUA FRANCISCO VALPASSOS S/N.BRASILIA TEIMOSA,CEP:51010-370","Médico(a), Enfermeiro(a) e Técnico(a)de Enfermagem",5310,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",8757,Atenção Básica,Janeiro a Dezembro 2023
191,155527,Bernard Van Leer IV,3562581,US 316 PSF BERNARD VAN LEER,"RUA FRANCISCO VALPASSOS S/N.BRASILIA TEIMOSA,CEP:51010-370","Médico(a), Enfermeiro(a) e Técnico(a)de Enfermagem",2993,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",6321,Atenção Básica,Janeiro a Dezembro 2023
192,155888,Djalma de Holanda I,5392136,US 342 PSF DJALMA HOLANDA CAVALCANTE,"RUA DELFIN.87,BRASILIA TEIMOSA,CEP: 51010-040","Médico(a), Enfermeiro(a) e Técnico(a)de Enfermagem",4646,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",7582,Atenção Básica,Janeiro a Dezembro 2023
193,155896,Djalma de Holanda II,5392136,US 342 PSF DJALMA HOLANDA CAVALCANTE,"RUA DELFIN.87,BRASILIA TEIMOSA,CEP: 51010-040","Médico(a), Enfermeiro(a) e Técnico(a)de Enfermagem",1431,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",3161,Atenção Básica,Janeiro a Dezembro 2023
194,155918,Djalma de Holanda III,5392136,US 342 PSF DJALMA HOLANDA CAVALCANTE,"RUA DELFIN.87,BRASILIA TEIMOSA,CEP: 51010-040","Médico(a), Enfermeiro(a) e Técnico(a)de Enfermagem",3119,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",5101,Atenção Básica,Janeiro a Dezembro 2023
195,155861,Djalma de Holanda IV,5392136,US 342 PSF DJALMA HOLANDA CAVALCANTE,"RUA DELFIN.87,BRASILIA TEIMOSA,CEP: 51010-040","Médico(a), Enfermeiro(a) e Técnico(a)de Enfermagem",3328,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",7214,Atenção Básica,Janeiro a Dezembro 2023
196,152900,Bruno Maia I,1058,US 121 CS PROF BRUNO MAIA,RUA: ALTO DO REFUGIO. S/N.NOVA DESCOBERTA CEP:52191-098 ,"Médico(a), Enfermeiro(a) e Técnico(a)de Enfermagem",1321,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",2125,Atenção Básica,Janeiro a Dezembro 2023
197,152935,Bruno Maia II,1058,US 121 CS PROF BRUNO MAIA,RUA: ALTO DO REFUGIO. S/N.NOVA DESCOBERTA CEP:52191-098 ,"Médico(a), Enfermeiro(a) e Técnico(a)de Enfermagem",757,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",2810,Atenção Básica,Janeiro a Dezembro 2023
198,152927,Bruno Maia III,1058,US 121 CS PROF BRUNO MAIA,RUA: ALTO DO REFUGIO. S/N.NOVA DESCOBERTA CEP:52191-098 ,"Médico(a), Enfermeiro(a) e Técnico(a)de Enfermagem",2574,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",4300,Atenção Básica,Janeiro a Dezembro 2023
199,153141,Alto da Brasileira,1244,US 175 PSF DR DIOGENES CAVALCANTI,RUA: ALTO DA BRASILEIRA. 1002. NOVA DESCOBERTA CEP:52091-260,"Médico(a), Enfermeiro(a) e Técnico(a)de Enfermagem",3613,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",6342,Atenção Básica,Janeiro a Dezembro 2023
200,153133,Alto do Reservatório,1244,US 175 PSF DR DIOGENES CAVALCANTI,RUA: ALTO DA BRASILEIRA. 1002. NOVA DESCOBERTA CEP:52091-260,"Médico(a), Enfermeiro(a) e Técnico(a)de Enfermagem",3037,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",6728,Atenção Básica,Janeiro a Dezembro 2023
201,153435,Sítio dos Macacos,2097,US 183 PSF SITIO DOS MACACOS,"ESTRADA DOS MACACOS,47, GUABIRABA, CEP:52171-215","Médico(a), Enfermeiro(a) e Técnico(a)de Enfermagem",2524,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",6874,Atenção Básica,Janeiro a Dezembro 2023
202,153710,Córrego da Bica I,22276,US 231 PSF CORREGO DA BICA,"RUA MARIO DOMINGUES, 70. BOA VISTA, CEP:50070-190","Médico(a), Enfermeiro(a) e Técnico(a)de Enfermagem",1304,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",3001,Atenção Básica,Janeiro a Dezembro 2023
203,153699,Córrego da Bica II,22276,US 231 PSF CORREGO DA BICA,"RUA MARIO DOMINGUES, 70. BOA VISTA, CEP:50070-190","Médico(a), Enfermeiro(a) e Técnico(a)de Enfermagem",991,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",1589,Atenção Básica,Janeiro a Dezembro 2023
204,153737,Córrego da Bica III,22276,US 231 PSF CORREGO DA BICA,"RUA MARIO DOMINGUES, 70. BOA VISTA, CEP:50070-190","Médico(a), Enfermeiro(a) e Técnico(a)de Enfermagem",144,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",949,Atenção Básica,Janeiro a Dezembro 2023
205,153702,Córrego da Bica IV,22276,US 231 PSF CORREGO DA BICA,"RUA MARIO DOMINGUES, 70. BOA VISTA, CEP:50070-190","Médico(a), Enfermeiro(a) e Técnico(a)de Enfermagem",747,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",1892,Atenção Básica,Janeiro a Dezembro 2023
